,bias,bias_std_err,tau,phi_S2S,phi_C2C,phi_w,sigma
pSA_0.041504047579,-0.01588561140924894,0.2697936129029831,0.4336985605025083,0.29575925281178367,0.3712248703199777,0.4158474650429576,0.7657055540692327
pSA_0.042970047043,-0.017727309230976727,0.2736443003925663,0.43296559863151884,0.2946879805115618,0.3768768040114385,0.41539826469855995,0.7673930278369638
pSA_0.044487828311,-0.022305956204052114,0.27756983422672216,0.4319603479981222,0.2930390092742784,0.3826569215647661,0.4153679463136343,0.7690373551690055
pSA_0.046059220411,-0.02455243530116219,0.27900188870411874,0.4311651828325759,0.29239774441255745,0.3847657608765259,0.4166188860408411,0.7700752189061814
pSA_0.047686116977,-0.026138573586023377,0.2822320586702313,0.43054662592435095,0.2930264154098171,0.38943593730605974,0.4156539183515294,0.7717923336812816
pSA_0.049370478528,-0.02696222132606809,0.29003889400302846,0.4300939932831365,0.294047277301821,0.4007132554711107,0.4146290886870495,0.7771312879060767
pSA_0.051114334834,-0.026754238411265972,0.29400363874977253,0.4308714103776899,0.2948258987551279,0.4064104290757306,0.4144943932367754,0.7807352443331034
pSA_0.052919787360,-0.03144098366432159,0.29687323114223824,0.43235774425033674,0.2961267128716016,0.41049880012504314,0.41269504968205445,0.7832309480769725
pSA_0.054789011796,-0.03734067581601214,0.29737581723567846,0.4307482866497338,0.29829374270063763,0.41116494340789306,0.4121686733271187,0.7832387052143737
pSA_0.056724260685,-0.0414920545999404,0.30142591340879793,0.42924756494665967,0.29939201068508836,0.41699206378331705,0.4136926354833093,0.7867102554219648
pSA_0.058727866132,-0.04522713853190262,0.30577006046584443,0.42890612675452705,0.3003339120085268,0.42323148366105706,0.4154416572037702,0.7911242529287486
pSA_0.060802242616,-0.047889913932307494,0.30945792281692874,0.42749857175845146,0.30035326397998025,0.4285671044094066,0.417482985172806,0.7943103410692852
pSA_0.062949889902,-0.05025301477576466,0.31674926881179394,0.42546002805839483,0.30159444334570734,0.43906343254401015,0.4192253087938771,0.8003136891638848
pSA_0.065173396049,-0.05405142938704348,0.31795142546410976,0.42463416603118764,0.3024759768313473,0.4407758588080016,0.4190842004566023,0.8010747882072939
pSA_0.067475440531,-0.05249524815907443,0.3176068148118472,0.42536636472684153,0.3082506173290992,0.4400625972870066,0.4171960030118632,0.8022858479275076
pSA_0.069858797468,-0.051703386100403016,0.3191080407664269,0.42694471810741785,0.3188474875728339,0.44180427000831995,0.4180854976322158,0.808660626579094
pSA_0.072326338965,-0.05880217638408601,0.32221904759436665,0.42970966196711297,0.3342236714566692,0.44566237478587367,0.41807030640494475,0.8183847442048116
pSA_0.074881038576,-0.06595579770078314,0.3204445984093849,0.43378013211405525,0.3399638269844131,0.4428105948081141,0.4187895308658331,0.8217094989787543
pSA_0.077525974886,-0.06424482848277392,0.31494354952576586,0.4352323566662262,0.34538279798234195,0.4346049686691427,0.41759831366009137,0.8197477122840947
pSA_0.080264335223,-0.0617387312770483,0.31179292530589037,0.43378420707137016,0.3520082069208846,0.429758527112317,0.4202199476798107,0.8205825443536833
pSA_0.083099419494,-0.06086874509667985,0.30858324162599127,0.43462810482463154,0.35691488126634,0.4248614917644202,0.4225181108683335,0.8217777456033051
pSA_0.086034644167,-0.057688393489327146,0.3023421772155744,0.43571134275830076,0.3577164108035512,0.4157408007231254,0.4223747964640894,0.8179524966893877
pSA_0.089073546386,-0.053423907668201945,0.2991348290568226,0.4384166814554201,0.3568122487091488,0.4110914570864344,0.41995853652459664,0.8154051299180006
pSA_0.092219788233,-0.053349186465822596,0.29609555211926114,0.4397365612766227,0.35266424089111237,0.4068386614470463,0.4207642801532442,0.8125888173163568
pSA_0.095477161142,-0.05189435702405262,0.29160493480836147,0.4410575802149979,0.348833351060523,0.4004499804042238,0.4230541605646205,0.8096613523282449
pSA_0.098849590466,-0.05580262665182519,0.2934809594681239,0.4445424225377724,0.3478953540737387,0.4031752918082443,0.42340459960215193,0.8126936161375731
pSA_0.102341140211,-0.059184054537279325,0.29088490253981464,0.44395602854195604,0.344325458790991,0.3995615748074933,0.42485959505703524,0.8098222671827717
pSA_0.105956017928,-0.06295132718116087,0.2883824435644852,0.44129378748452436,0.3375751798810514,0.39625363130091207,0.42723030759746683,0.8051334578771062
pSA_0.109698579789,-0.06235418872810109,0.2857172440011301,0.4412980947262496,0.3300968801964761,0.3927020046250109,0.4296722293895875,0.8015865816426726
pSA_0.113573335834,-0.06753776782014323,0.2783030115116421,0.44787584912789963,0.3272221862666755,0.38193215608457864,0.4318799488191672,0.8000372475457885
pSA_0.117584955405,-0.07442395831628291,0.2691463659794441,0.4532296017142701,0.32564499248316375,0.3685524371306079,0.43511059211656056,0.7978808553201225
pSA_0.121738272774,-0.08115570330647859,0.26304229592213757,0.4577604453242158,0.3233567542828228,0.3596607290215696,0.43702337001628283,0.7965233717754062
pSA_0.126038292968,-0.08822901744909603,0.259273655301777,0.461301012051786,0.3266704209083163,0.3539173159709101,0.43874430195858016,0.7982895569037549
pSA_0.130490197801,-0.09577418128672849,0.2567457921492534,0.46545954349495416,0.3309960722646746,0.34993919205154717,0.4364464655624422,0.799471038825554
pSA_0.135099352120,-0.1063047502375288,0.25595679780488273,0.4679332291304098,0.3376658650189525,0.34840184527781887,0.43580986383495,0.8026791554115735
pSA_0.139871310265,-0.11727193456805961,0.25006426716702,0.46868269524418027,0.34204041308078065,0.3394651661465468,0.44043121116117595,0.8036612245179079
pSA_0.144811822767,-0.12434856327430487,0.24752961986637256,0.4661425381590976,0.3438476557742674,0.33565118223537077,0.44472089206875687,0.8037154124696737
pSA_0.149926843279,-0.12043615684593097,0.23993052044348806,0.46357683374262304,0.34569706397371297,0.3243626783993455,0.4460686849935323,0.7991234946446871
pSA_0.155222535743,-0.11668814659116843,0.23712914742849425,0.4597063747359977,0.3562597775272106,0.3196635956606354,0.4467671338969642,0.8000229161579344
pSA_0.160705281826,-0.11988264042364814,0.2369042071921404,0.4598829847205271,0.3655961932109221,0.3187499047211438,0.4490266614405989,0.8052200820707385
pSA_0.166381688608,-0.12353571178582722,0.2321493722805408,0.4647977456230899,0.3681547937363821,0.31138165160820197,0.45598746933223944,0.8102209585253003
pSA_0.172258596540,-0.12611469727402427,0.22641094013995866,0.46975948761973296,0.36667602645902947,0.3027628078497006,0.46421408160074473,0.8138091397631232
